min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
247,195,255,201,198,250,195,248
239,92,251,105,98,245,92,243
238,195,246,201,197,240,195,240
238,71,253,89,78,246,71,239
229,36,247,51,44,237,36,229
224,109,240,126,114,230,109,225
220,130,230,140,136,223,130,221
209,195,226,213,208,218,195,210
209,178,221,190,182,215,178,209
189,169,207,186,178,200,169,189
189,83,202,97,93,195,83,189
179,66,199,80,73,186,66,180
174,142,192,154,146,178,142,175
168,89,175,97,93,171,89,169
164,200,184,215,211,174,200,164
161,158,185,171,165,177,158,161
152,114,164,126,121,155,114,152
141,232,157,244,240,153,232,143
135,202,147,212,207,143,202,135
117,219,129,232,227,123,219,118
106,102,121,113,108,114,102,107
105,35,123,52,40,114,35,105
94,70,110,87,75,100,70,94
91,104,106,114,109,101,104,95
89,152,111,166,158,101,152,89
89,126,103,144,135,96,126,89
86,176,102,192,182,92,176,86
76,115,88,126,120,81,115,76
68,61,83,81,75,74,61,69
50,158,62,168,164,54,158,50
48,195,57,206,201,54,195,48
40,54,51,64,58,44,54,40
28,219,42,232,225,34,219,29
28,18,38,34,21,34,18,29
22,36,37,54,47,30,36,23
11,128,21,136,132,16,128,12
7,235,15,246,240,11,235,7
3,75,12,83,80,8,75,4
2,133,16,152,145,7,133,3
1,178,17,189,188,1,178,2
