min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
154,148,174,166,155,161,148,154
149,139,162,148,143,154,139,150
147,59,164,71,64,156,59,148
129,137,144,159,154,138,137,130
123,121,131,137,133,126,121,124
122,12,136,27,16,127,12,123
115,168,131,182,173,124,168,116
113,97,119,103,99,115,97,113
104,5,112,14,9,107,5,105
103,235,119,243,238,108,235,104
103,177,117,192,188,113,177,104
101,228,109,235,232,103,232,106
95,97,112,104,98,97,97,98
89,121,104,140,129,95,121,89
83,12,105,40,34,88,12,83
81,191,94,201,196,87,191,82
75,218,86,242,227,81,218,75
72,54,80,65,62,78,54,73
66,104,78,120,111,73,104,67
65,200,85,212,207,78,200,65
60,79,80,95,87,71,79,60
60,59,72,79,73,65,59,61
56,37,71,54,47,67,37,57
46,85,56,92,87,50,85,47
45,114,53,124,117,48,114,45
43,197,55,209,204,47,197,43
28,212,35,220,214,31,212,29
24,109,40,130,117,31,109,25
23,198,38,211,204,28,198,23
19,93,27,102,96,23,93,19
19,48,43,67,54,35,48,25
15,248,22,254,251,16,248,15
4,86,18,101,91,7,86,4
3,66,12,82,70,7,66,3
