min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
248,57,254,67,64,251,57,249
238,234,251,244,238,245,234,239
237,203,253,222,216,241,203,238
237,7,252,33,26,247,7,238
235,173,246,182,176,238,173,235
234,103,253,120,110,245,103,235
234,36,240,42,39,235,36,238
233,43,249,66,46,243,43,234
230,76,246,95,88,238,76,230
228,228,234,233,229,231,228,231
225,7,235,15,11,229,7,226
224,125,242,142,133,229,125,224
224,64,236,77,69,230,64,224
223,93,234,111,98,227,93,223
218,140,228,155,150,221,140,221
217,172,226,186,183,222,172,218
217,22,235,41,32,223,22,218
212,78,228,89,81,223,78,212
211,168,217,174,171,213,168,212
210,204,216,210,207,213,204,211
208,219,225,231,225,213,219,211
204,120,219,136,124,209,120,206
203,3,214,16,11,208,3,203
197,205,211,224,217,203,205,200
188,187,201,208,191,191,187,188
185,19,211,36,23,192,19,186
184,160,191,169,164,186,160,185
182,98,195,112,103,187,98,182
181,77,202,91,83,194,77,182
179,180,187,188,183,183,180,186
177,134,185,143,138,180,134,177
176,61,195,77,71,189,61,180
172,234,177,240,236,174,234,172
163,148,175,158,154,165,148,164
160,26,176,41,35,165,26,161
158,220,169,227,223,163,220,159
158,200,166,210,203,163,200,160
158,93,175,118,110,164,93,161
157,7,162,14,11,160,7,158
142,1,155,17,6,149,1,142
141,198,154,206,201,146,198,142
137,93,149,106,102,145,93,137
134,240,143,251,245,138,240,135
134,179,168,196,191,145,179,134
131,216,154,238,226,146,216,131
128,32,151,45,39,138,32,128
125,203,138,214,207,130,203,125
120,73,140,94,83,129,73,120
116,211,124,219,214,119,211,117
109,173,121,188,180,115,173,109
106,246,115,255,251,110,246,106
106,28,112,39,35,109,28,107
104,200,119,214,208,111,200,105
102,224,114,238,227,106,224,107
102,139,109,148,141,103,139,107
102,45,132,68,48,106,45,102
100,150,109,160,155,103,150,101
99,191,108,202,196,103,191,100
97,20,100,25,21,98,21,101
96,48,102,56,50,97,48,100
92,173,109,185,180,98,173,92
87,217,101,228,223,95,217,87
80,184,85,191,186,81,184,80
80,150,99,172,156,83,150,81
79,9,85,16,12,81,9,80
78,226,90,233,230,83,226,79
77,204,90,216,214,77,204,82
76,121,90,144,133,81,121,77
74,174,82,181,177,76,174,74
73,58,79,67,63,76,58,73
72,191,80,198,194,76,191,73
71,26,104,44,39,76,26,72
69,163,78,171,168,73,163,70
67,235,81,249,240,75,235,69
62,212,81,237,214,77,212,63
60,142,77,161,156,70,142,61
54,111,68,123,119,61,111,55
50,202,58,209,204,53,202,50
46,77,58,94,82,53,77,46
45,236,59,250,245,55,236,46
39,163,46,170,166,42,163,39
34,218,54,240,229,44,218,34
33,193,50,214,209,42,193,34
19,73,29,83,79,24,73,20
4,210,9,216,212,5,210,4
3,235,12,244,240,8,235,4
3,49,8,54,51,5,49,4
