min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
244,164,255,178,169,249,164,244
244,142,251,152,148,247,142,244
239,78,248,92,81,241,78,240
235,223,246,247,237,238,223,236
234,196,252,222,216,236,196,240
230,150,236,155,152,233,150,234
226,183,239,203,197,234,183,226
225,100,233,109,105,228,100,226
221,165,231,180,175,227,165,221
221,75,238,99,87,226,75,222
219,202,232,215,210,224,202,220
219,156,238,165,160,234,156,220
208,145,217,163,153,211,145,208
205,123,230,140,135,210,123,207
200,117,206,125,120,202,117,205
170,115,186,129,120,178,115,170
146,117,160,125,120,152,117,147
131,112,143,123,116,138,112,131
123,214,143,233,228,134,214,123
106,180,124,200,193,118,180,106
102,1,126,35,17,116,1,102
98,246,102,251,247,99,246,99
98,58,115,73,66,106,58,98
96,232,104,241,236,99,232,97
96,179,102,187,182,100,179,97
95,22,99,29,26,96,22,96
92,146,110,172,156,102,146,92
92,117,100,127,122,96,117,93
86,242,92,250,245,88,242,90
82,160,90,168,163,85,160,82
82,7,98,28,16,87,7,83
80,112,93,121,117,86,112,80
77,144,84,150,145,81,144,77
75,18,81,24,21,77,18,75
71,150,79,156,151,74,150,73
71,52,81,66,60,77,52,75
69,232,78,241,238,71,232,70
69,210,87,229,219,73,210,69
67,95,80,106,101,74,95,68
65,191,73,200,196,68,191,65
65,24,88,39,32,70,24,65
64,169,93,195,191,79,169,67
59,136,70,157,145,66,136,59
56,173,63,180,176,59,173,57
54,159,60,165,161,56,159,54
52,215,67,227,220,57,215,52
49,99,65,116,105,60,99,50
46,54,51,58,56,48,54,46
45,136,60,147,143,53,136,47
44,54,69,70,65,52,54,45
41,127,46,132,129,43,127,41
40,141,46,145,143,42,141,40
26,215,33,232,220,30,215,26
26,128,41,141,134,31,128,26
21,85,31,102,90,25,85,21
20,170,25,176,173,21,171,20
18,67,38,82,71,24,67,18
13,13,18,21,16,15,13,13
12,226,27,247,240,19,226,12
12,153,27,172,164,19,153,12
10,24,32,45,42,25,24,10
9,184,17,191,186,12,184,9
8,132,25,144,139,15,132,9
7,240,10,244,242,8,240,7
4,197,10,203,200,7,197,4
2,162,12,178,169,6,162,2
1,73,7,78,75,4,73,2
