min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
251,181,255,186,183,253,181,254
248,18,255,24,21,251,18,249
247,248,251,254,250,249,248,252
243,203,255,217,209,249,203,243
241,25,255,43,36,249,25,241
233,69,248,85,79,239,69,233
215,144,227,162,157,219,144,216
214,208,230,227,218,225,208,214
212,126,231,142,135,226,126,213
212,80,222,100,91,216,80,213
209,252,211,255,254,209,252,209
201,189,212,208,198,204,189,201
197,79,210,95,91,205,79,197
197,14,212,25,18,205,14,198
191,29,210,47,38,198,29,191
170,166,187,186,179,176,166,171
168,100,178,109,106,173,100,168
159,242,174,255,250,166,242,159
153,128,168,141,135,160,128,156
147,106,156,116,109,153,106,148
139,240,147,248,243,142,240,139
138,121,155,138,131,145,121,139
136,81,162,100,81,137,81,142
135,28,142,39,31,138,28,135
129,132,139,144,136,133,132,130
125,68,142,88,73,131,68,126
103,113,111,122,118,107,113,103
99,236,118,253,243,111,236,99
93,43,110,65,52,97,43,93
83,6,103,20,11,92,6,84
82,116,102,145,141,86,116,83
69,135,80,148,142,74,135,69
42,218,57,238,225,49,218,43
29,203,41,212,206,36,203,29
29,70,36,76,73,32,70,31
20,59,38,78,64,29,59,20
2,155,11,168,163,5,155,2
