min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
244,98,253,107,103,249,98,245
237,132,255,147,139,245,132,237
235,85,245,98,86,238,85,237
234,56,251,70,62,242,56,234
226,61,234,68,65,229,61,226
223,115,231,124,119,225,115,224
218,96,241,113,102,224,96,219
211,19,220,27,21,214,19,213
209,101,216,108,104,211,101,210
207,109,217,120,111,211,109,207
206,47,220,75,61,210,47,212
204,48,209,53,50,206,48,205
201,1,207,11,8,204,1,201
197,16,211,33,20,202,16,197
189,46,199,56,53,194,46,189
183,155,197,181,178,186,155,183
166,223,185,244,229,174,223,166
166,94,183,107,99,176,94,167
166,1,174,11,6,169,1,166
163,123,180,138,130,176,123,164
158,192,173,203,197,169,192,161
158,66,170,81,69,165,66,158
156,120,160,124,121,158,121,156
152,48,182,65,56,171,48,152
150,20,163,29,24,156,20,151
147,155,169,171,163,156,155,147
146,33,155,48,43,150,33,147
145,14,153,22,18,148,14,146
143,77,157,87,82,151,77,144
142,183,151,190,185,144,183,147
137,108,160,123,117,149,108,138
135,169,151,179,175,141,169,137
134,24,147,35,27,140,24,138
129,159,141,168,162,136,159,131
128,204,138,216,207,135,204,128
126,29,137,52,46,129,29,127
125,112,136,121,116,129,112,126
124,171,130,178,175,126,171,124
123,66,134,80,70,128,66,123
121,214,140,239,231,129,214,122
118,49,133,65,49,129,49,118
117,187,142,201,196,121,187,117
108,151,125,168,159,112,151,109
107,92,124,115,106,112,92,108
101,111,113,126,115,104,111,101
100,70,113,78,73,108,70,101
93,125,101,134,129,95,125,93
90,154,103,165,158,93,154,90
83,220,103,238,234,97,220,84
81,201,94,209,204,90,201,81
81,19,99,30,24,88,19,81
70,91,79,101,97,73,91,70
63,149,83,165,154,73,149,63
58,211,65,218,214,61,211,58
52,91,64,104,99,58,91,52
27,3,47,21,6,31,3,28
19,65,33,77,72,21,65,19
19,54,35,65,58,29,54,20
7,99,24,119,106,12,99,8
6,182,15,191,186,11,182,6
4,34,11,47,41,7,34,4
4,22,24,37,32,16,22,5
