min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
245,212,251,218,215,247,212,245
240,222,253,243,235,247,222,240
240,47,250,62,54,246,47,241
222,205,234,226,219,227,205,222
207,155,221,166,160,215,155,208
200,246,204,250,247,202,249,200
198,231,205,242,238,201,231,199
191,9,214,23,13,202,9,191
188,201,206,223,214,191,201,189
185,240,199,254,247,193,240,185
170,250,175,255,252,173,250,170
155,149,172,168,155,165,149,156
136,25,145,37,32,140,25,136
134,85,149,113,107,140,85,135
126,55,146,71,62,136,55,127
119,84,133,97,94,129,84,119
119,17,137,44,28,129,17,119
117,227,135,242,234,127,227,118
106,166,119,188,175,112,166,106
98,53,105,63,58,100,53,98
86,172,104,187,178,93,172,86
86,100,93,106,102,91,100,89
85,80,112,92,84,102,80,90
84,40,116,63,46,98,40,85
77,125,99,147,131,82,125,80
75,200,100,216,204,80,200,75
75,139,81,147,144,78,139,76
70,105,90,130,129,84,105,70
66,74,74,83,79,69,74,68
65,86,85,104,98,78,86,66
63,139,70,149,142,67,139,65
60,49,71,60,53,64,49,61
59,126,72,139,133,62,126,60
54,58,71,77,68,65,58,55
45,193,66,208,198,61,193,46
37,109,46,118,112,42,109,38
35,148,57,160,154,46,148,36
30,161,44,192,179,37,161,31
14,78,21,83,80,18,78,15
13,134,34,153,140,18,134,13
6,45,31,61,52,10,45,7
2,220,22,233,229,15,220,2
