min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
250,79,256,86,81,252,79,251
244,180,252,187,182,247,180,244
240,187,255,199,191,246,187,240
236,145,248,161,156,241,145,237
231,117,249,130,124,239,117,232
221,197,236,212,206,228,197,222
220,181,233,192,188,225,181,220
218,76,237,93,85,230,76,219
217,217,228,231,226,222,217,217
209,117,214,124,121,211,117,209
208,125,231,138,129,219,125,209
205,4,218,20,14,212,4,205
169,77,186,94,85,176,77,169
167,179,182,196,189,172,179,167
161,131,178,151,141,171,131,162
154,190,168,203,197,160,190,154
148,174,164,185,180,154,174,149
135,213,150,223,219,141,213,135
128,110,145,127,119,137,110,129
120,19,143,33,27,133,19,121
104,104,124,112,108,117,104,105
91,3,106,25,15,100,3,92
90,180,109,196,188,99,180,91
83,44,96,58,52,90,44,83
80,168,94,178,174,89,168,81
70,21,91,36,30,81,21,71
64,126,78,142,135,72,126,64
63,181,76,198,188,71,181,63
60,166,67,175,170,64,166,60
58,1,79,17,6,67,1,58
46,149,65,165,153,50,149,47
37,59,54,77,64,42,59,37
34,162,49,179,167,44,162,34
12,100,16,105,102,14,100,12
7,80,27,102,97,22,80,8
4,153,23,164,157,12,153,7
