min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
249,169,255,175,172,252,169,249
246,175,251,182,178,248,175,246
243,83,247,89,85,245,83,243
228,236,249,253,242,231,236,229
224,219,242,236,227,231,219,225
224,23,239,44,34,233,23,224
221,86,241,105,97,229,86,222
212,151,233,166,155,224,151,213
201,202,216,216,209,211,202,201
200,137,213,150,143,206,137,200
200,40,207,52,47,204,40,201
190,33,201,46,39,195,33,191
189,212,198,229,218,192,212,189
180,52,195,72,67,186,52,181
179,188,198,202,195,190,188,179
174,232,194,244,235,188,232,175
169,152,186,172,159,175,152,170
155,135,167,150,143,161,135,155
145,196,160,210,200,151,196,145
143,209,174,233,215,166,209,144
134,156,152,185,174,142,156,135
122,198,129,204,201,126,198,123
121,221,141,233,228,130,221,121
121,178,139,198,188,128,178,121
108,167,120,180,173,113,167,109
105,112,127,130,123,117,112,106
85,218,97,235,226,92,218,86
83,243,94,255,246,91,243,83
78,62,92,86,77,86,62,79
74,175,84,185,179,77,175,74
65,98,77,112,104,68,98,65
63,116,77,134,125,67,116,64
62,240,68,250,244,64,240,62
60,17,75,32,21,68,17,61
57,137,67,147,143,60,137,58
55,158,72,178,163,64,158,55
53,212,63,229,219,57,212,53
50,173,64,196,177,52,173,50
29,124,41,138,129,36,124,30
22,52,41,74,57,24,52,23
14,8,32,20,12,25,8,15
8,111,28,126,117,18,111,9
3,113,9,117,114,6,113,5
2,12,11,19,16,5,12,2
1,214,14,229,222,3,214,1
