min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
233,30,244,38,34,240,30,234
232,182,251,200,195,244,182,233
232,38,247,58,46,240,38,233
228,219,244,238,227,238,219,229
227,138,240,151,146,235,138,228
221,194,234,203,197,225,194,221
219,54,233,71,62,226,54,220
203,185,222,206,199,208,185,203
200,148,213,163,158,206,148,200
185,46,199,53,48,189,46,188
156,115,164,124,120,160,115,156
153,195,166,214,204,159,195,154
145,50,152,58,54,148,50,145
143,141,162,154,148,149,141,143
143,110,150,117,111,146,110,143
123,229,132,238,234,128,229,126
121,247,128,255,252,124,247,121
121,133,131,146,137,127,133,121
116,221,124,228,225,117,221,116
116,63,129,81,68,123,63,118
114,148,134,167,152,129,148,115
113,19,132,35,27,123,19,114
111,107,130,123,115,120,107,112
107,245,118,255,251,115,245,108
105,150,114,161,155,110,150,105
102,200,118,217,207,107,200,102
87,124,107,148,135,101,124,88
57,1,66,11,7,60,1,57
51,77,74,97,85,62,77,51
43,159,54,171,165,51,159,44
39,34,53,47,38,47,34,40
34,88,46,103,98,41,88,36
25,46,43,60,51,33,46,26
15,32,35,48,40,26,32,15
10,210,19,221,216,14,210,10
5,228,28,245,238,19,228,6
