min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
248,70,255,77,74,250,70,248
241,136,251,146,140,246,136,241
234,189,242,198,192,239,189,234
228,222,243,242,233,236,222,228
224,48,236,69,56,230,48,225
220,5,238,17,10,226,5,221
210,80,227,92,86,222,80,214
209,95,232,111,101,214,95,215
207,114,220,130,122,212,114,207
202,241,223,255,245,209,241,202
200,73,206,86,82,203,73,200
194,204,217,224,212,197,204,195
187,215,198,225,221,191,215,188
177,60,200,77,68,190,60,182
174,151,189,161,157,180,151,175
168,168,182,187,174,173,168,169
167,161,175,167,163,171,161,168
164,212,179,231,220,172,212,164
160,103,180,118,108,175,103,161
158,165,165,179,169,161,165,159
155,244,163,252,248,158,244,155
146,204,156,213,208,151,204,147
142,111,154,140,116,147,111,142
119,2,133,16,9,125,2,124
117,181,134,205,195,123,181,118
109,211,128,226,219,116,211,109
106,168,114,178,172,110,168,107
105,247,110,254,250,107,247,105
103,233,109,240,236,106,233,103
101,46,121,63,55,106,46,101
92,2,99,9,5,94,2,92
90,206,106,222,211,97,206,91
87,23,110,46,34,93,23,88
83,220,88,230,222,85,220,84
78,22,87,32,26,81,22,79
76,63,93,88,71,87,63,77
73,47,76,51,49,75,49,76
72,3,85,14,10,80,3,73
70,90,84,111,99,76,90,71
70,41,75,45,43,72,41,72
55,31,60,36,34,57,31,57
54,22,77,42,37,66,22,54
52,42,62,52,47,57,42,53
52,8,58,14,11,55,8,52
48,246,58,255,251,53,246,50
35,10,47,21,13,39,10,35
33,220,40,228,223,36,220,33
32,5,36,10,7,33,5,32
25,21,40,29,24,34,21,25
25,4,32,11,8,27,4,27
19,30,40,50,34,22,30,20
18,236,35,251,241,24,236,19
11,146,20,160,151,15,146,11
10,221,27,235,225,16,221,11
4,211,13,220,214,9,211,7
1,170,9,179,175,5,170,2
1,2,4,5,2,2,4,3
