min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
248,29,254,38,32,251,29,249
245,243,250,252,246,246,243,249
222,79,234,89,81,231,79,225
221,199,240,215,209,229,199,222
219,26,225,33,30,220,26,219
218,127,239,154,134,229,127,219
216,218,230,232,222,226,218,217
204,198,218,214,202,210,198,205
202,228,214,237,232,207,228,202
197,119,210,128,124,206,119,197
186,224,201,243,235,194,224,186
183,147,213,161,154,191,147,184
169,131,181,148,136,175,131,169
165,245,175,255,251,167,245,166
164,106,187,120,113,172,106,164
148,149,173,172,164,154,149,149
145,81,163,101,85,155,81,148
142,207,150,218,214,146,207,143
138,31,160,45,36,155,31,138
133,120,150,141,129,138,120,133
132,235,140,242,239,136,235,133
132,178,158,201,200,132,178,134
126,208,137,234,222,135,208,127
126,38,134,55,46,129,38,127
116,195,136,210,201,131,195,116
115,136,133,151,141,123,136,115
114,83,136,99,90,126,83,114
111,174,122,191,183,118,174,118
111,67,135,80,73,116,67,113
105,165,109,170,167,107,165,105
104,131,112,141,134,108,131,104
103,84,112,96,92,106,84,104
100,145,123,173,154,104,145,101
94,24,119,39,35,114,24,95
93,181,108,205,201,100,181,94
93,58,114,71,62,98,58,93
89,206,100,218,210,94,206,89
80,9,99,24,13,89,9,81
76,17,82,24,19,78,17,76
74,5,80,12,8,75,5,79
71,35,97,55,40,81,35,71
70,49,87,65,58,79,49,70
68,107,82,125,121,71,107,69
67,70,87,91,83,84,70,68
66,229,82,247,240,69,229,66
66,191,72,202,196,68,191,67
64,19,74,26,23,65,19,65
59,148,83,163,156,65,148,59
49,234,66,252,241,54,234,49
37,114,56,132,120,44,114,37
34,4,39,9,7,36,4,35
32,236,41,244,239,35,236,33
26,83,43,105,89,32,83,26
16,5,29,15,9,24,5,16
10,113,21,126,122,14,113,11
7,184,30,196,190,12,184,8
7,76,26,94,82,19,76,8
2,47,22,61,53,10,47,2
2,4,16,19,14,8,4,2
