min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
237,22,251,41,31,244,22,238
235,248,242,256,250,237,248,236
218,192,240,205,200,222,192,218
189,151,207,165,157,197,151,189
187,28,196,44,37,190,28,187
187,6,215,25,11,209,6,188
169,148,185,163,152,176,148,169
167,5,181,23,13,171,5,168
160,252,164,255,254,161,255,162
144,199,161,221,206,156,199,144
142,175,161,191,181,151,175,142
118,1,127,7,4,122,1,119
106,222,123,237,229,115,222,106
101,119,122,131,126,111,119,101
101,1,107,10,5,103,1,102
88,179,110,193,186,97,179,89
86,31,94,38,34,87,31,86
85,229,105,246,235,91,229,87
82,130,99,144,137,90,130,82
62,226,90,239,232,68,226,63
41,155,66,169,163,48,155,42
28,92,42,113,107,37,92,28
25,1,42,19,13,35,1,26
13,1,20,7,2,16,1,13
10,237,28,248,241,19,237,11
