min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
247,191,255,198,195,250,191,248
243,180,251,190,187,247,180,244
230,101,240,112,104,235,101,231
213,201,235,219,208,228,201,213
213,181,232,196,188,226,181,213
213,129,241,153,143,227,129,213
206,146,211,152,149,207,146,211
206,124,214,128,125,211,124,206
198,199,210,212,206,204,199,198
193,3,199,10,7,197,3,199
191,182,198,188,185,195,182,191
178,124,205,137,129,195,124,178
171,137,179,146,143,174,137,172
164,158,183,174,169,172,158,164
160,246,169,255,249,164,246,164
158,127,166,133,130,163,127,159
139,114,155,137,121,147,114,140
138,222,151,232,226,145,222,138
123,61,130,69,64,126,61,123
107,175,128,191,184,116,175,107
102,201,123,216,210,113,201,103
96,96,112,112,101,103,96,96
93,228,114,252,238,99,228,93
89,81,105,94,85,95,81,89
86,148,101,168,154,95,148,87
78,64,102,83,68,88,64,79
78,13,109,38,29,84,13,78
63,119,86,137,128,68,119,63
62,235,73,244,240,68,235,62
49,142,61,154,146,56,142,49
39,208,59,227,218,49,208,40
39,169,53,189,181,44,169,40
25,154,41,172,162,32,154,26
17,233,31,248,240,19,233,17
14,1,21,12,4,18,1,15
12,13,21,37,17,16,13,12
10,79,15,84,81,12,79,10
6,89,22,105,97,14,89,6
1,201,10,221,210,1,201,2
