min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
247,148,255,156,151,250,148,247
243,43,252,54,49,247,43,243
242,244,248,251,247,243,244,242
237,221,251,234,228,241,221,238
237,159,255,176,170,248,159,238
230,71,243,91,77,236,71,231
220,145,234,167,151,226,145,221
216,104,233,121,112,229,104,216
198,128,214,143,133,207,128,199
189,207,209,222,215,199,207,189
179,213,189,226,219,185,213,180
178,14,195,34,24,185,14,179
160,174,183,193,179,176,174,161
158,133,178,154,148,166,133,163
153,126,165,140,133,157,126,153
144,23,162,42,31,156,23,144
143,223,156,242,232,150,223,144
136,103,147,124,112,141,103,136
135,45,146,59,52,138,45,136
134,75,149,96,81,142,75,135
132,3,142,16,8,138,3,138
113,168,132,183,174,121,168,113
107,208,130,221,213,124,208,107
106,11,123,29,16,112,11,107
99,85,126,103,98,119,85,99
91,214,107,224,217,99,214,92
75,77,90,95,87,83,77,76
74,39,94,55,47,84,39,74
73,242,90,254,245,83,242,75
67,227,77,244,233,72,227,67
56,58,75,73,68,59,58,57
56,2,61,6,4,58,2,57
55,95,70,115,103,63,95,56
44,201,61,217,210,48,201,44
44,34,63,53,44,50,34,45
42,139,62,154,144,57,139,43
32,73,51,90,83,38,73,33
22,15,33,29,25,28,15,23
17,171,36,189,178,30,171,17
