min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
244,167,255,177,170,250,167,244
239,32,252,43,35,247,32,240
232,29,239,35,31,237,29,234
226,167,241,190,168,233,167,226
224,235,247,249,241,228,235,224
211,25,218,32,27,214,25,212
201,38,217,57,50,204,38,201
200,8,224,26,14,214,8,206
197,182,218,203,190,206,182,198
191,1,212,14,8,199,1,191
189,59,197,66,61,193,59,190
187,225,206,243,237,190,225,188
181,35,193,46,43,186,35,181
177,130,188,147,137,182,130,177
170,76,187,88,83,180,76,170
165,41,172,57,45,168,41,166
152,154,180,169,163,176,154,153
150,129,167,147,140,154,129,150
119,63,132,78,68,123,63,119
110,89,118,99,94,114,89,110
93,185,99,193,188,95,185,93
86,15,103,41,22,96,15,86
84,231,90,239,235,86,231,85
73,113,101,128,119,97,113,73
66,44,92,58,48,84,44,67
64,216,88,238,230,72,216,64
59,18,70,37,27,63,18,59
58,1,75,9,4,64,1,61
47,132,53,142,137,49,132,48
42,58,57,79,70,51,58,42
36,106,53,134,125,42,106,36
33,236,45,250,241,35,236,33
33,3,38,8,6,34,3,34
32,35,65,52,45,49,35,33
32,11,48,31,27,43,11,32
31,91,52,105,97,44,91,34
27,157,36,167,163,31,157,27
26,171,34,189,181,30,171,27
21,57,31,66,63,26,57,21
18,75,28,87,81,22,75,18
17,108,31,131,113,27,108,18
13,166,22,176,170,17,166,13
13,11,30,19,15,25,11,14
10,86,16,94,89,13,86,11
8,78,13,83,80,10,78,9
7,244,11,249,246,8,247,8
5,52,16,63,58,9,52,6
3,143,8,149,146,4,143,4
1,132,13,142,136,9,132,2
