min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
234,14,254,30,20,244,14,235
226,34,245,54,40,239,34,226
219,62,239,75,68,224,62,220
202,202,216,223,212,209,202,203
202,35,223,56,54,209,35,203
197,95,212,114,106,205,95,198
196,1,214,15,9,210,1,197
195,17,216,35,31,205,17,196
194,171,221,199,194,216,171,195
194,19,201,24,21,197,19,194
188,130,208,147,140,200,130,188
183,88,195,99,92,187,88,183
176,47,207,66,50,196,47,176
164,215,174,225,220,169,215,165
155,1,163,7,4,158,1,155
144,56,165,69,65,146,56,144
143,132,166,150,137,149,132,143
143,105,151,114,110,146,105,143
139,61,144,65,63,140,61,139
137,150,148,156,152,143,150,137
135,86,165,99,95,152,86,136
134,1,144,6,2,141,1,134
130,214,143,223,219,136,214,131
129,203,139,211,206,132,203,129
118,4,124,10,7,119,4,118
117,108,136,122,115,127,108,118
113,244,123,254,248,118,244,113
112,208,128,230,212,119,208,112
108,55,128,71,63,115,55,108
105,102,115,115,107,108,102,106
101,71,115,89,77,105,71,101
90,185,110,207,202,94,185,91
86,73,99,84,77,94,73,86
83,6,96,23,16,89,6,83
69,122,86,133,125,74,122,70
65,71,81,89,80,74,71,65
64,137,86,152,144,79,137,65
61,4,68,11,8,64,4,62
53,170,71,188,176,68,170,53
50,56,69,72,60,58,56,51
40,206,55,230,215,48,206,40
36,96,60,108,102,44,96,36
23,197,33,208,199,26,197,23
18,2,36,26,21,31,2,19
13,16,21,25,21,16,16,13
7,29,20,40,32,15,29,7
2,155,16,169,161,9,155,3
1,180,16,192,186,6,180,2
1,54,8,64,59,5,54,2
