min_row,min_col,max_row,max_col,pos_x,pos_y,neg_x,neg_y
238,137,255,151,146,248,137,239
232,118,245,132,122,234,118,232
232,68,241,82,77,236,68,232
231,91,236,98,94,234,91,231
227,160,245,173,166,235,160,227
219,52,225,58,54,221,52,219
218,184,233,205,197,228,184,218
217,121,224,128,124,220,121,218
207,63,216,75,67,210,63,207
204,81,229,111,106,212,81,205
203,240,211,248,242,206,240,203
201,198,218,215,207,208,198,201
199,54,207,60,56,204,54,204
193,232,198,238,234,195,232,193
193,111,213,126,121,198,111,193
193,19,212,38,23,208,19,194
191,152,204,165,162,196,152,192
187,9,196,19,13,192,9,187
183,170,196,185,177,190,170,183
182,223,190,234,230,184,223,184
182,45,206,68,54,192,45,182
181,210,194,222,213,184,210,182
177,217,183,225,220,179,217,178
174,36,183,50,41,177,36,175
166,230,187,249,233,175,230,166
161,156,188,171,165,168,156,161
159,78,180,94,89,174,78,161
155,148,161,155,151,158,148,155
154,72,161,81,77,157,72,154
143,187,151,196,189,147,187,143
141,51,148,59,54,144,51,141
137,213,165,233,217,144,213,137
133,79,151,97,91,137,79,133
131,137,140,145,140,133,137,131
130,223,135,228,225,133,223,132
128,119,145,135,128,141,119,128
128,1,134,7,3,131,1,130
127,179,142,201,187,135,179,127
126,232,138,247,238,129,232,126
122,149,127,154,150,124,149,122
119,3,129,16,9,122,3,119
117,53,139,70,64,125,53,117
116,153,132,171,165,122,153,116
116,140,124,152,149,117,140,117
115,221,131,233,227,123,221,115
109,74,134,98,83,129,74,110
103,194,119,207,200,109,194,103
102,104,126,125,115,109,104,103
100,215,111,225,219,105,215,101
99,125,124,145,135,116,125,100
97,23,129,39,26,122,23,98
73,71,93,91,85,85,71,77
73,14,95,32,26,91,14,73
72,136,81,144,140,76,136,72
71,117,91,128,122,83,117,71
70,233,80,242,236,73,233,71
58,75,71,90,83,61,75,58
56,122,72,137,128,64,122,56
55,146,77,160,153,60,146,55
53,183,70,200,190,61,183,54
47,43,66,66,49,54,43,47
46,92,66,107,99,52,92,47
46,17,55,39,30,51,17,46
43,223,67,241,231,59,223,43
42,155,59,172,164,45,155,43
40,141,53,154,148,45,141,40
37,69,53,86,78,42,69,37
31,227,40,237,229,35,227,31
15,119,38,134,126,27,119,15
13,58,34,99,78,27,58,14
6,109,12,113,111,10,109,6
2,36,23,53,43,9,36,2
